sentence_text,sentence_start,file_id,KAYCEE,KAYCEE_annotation,KATHLEEN,KATHLEEN_annotation,LIZ,LIZ_annotation
_,4126,62892380,,,,,,
_,4127,62892380,,,,,,
_,4128,62892380,,,,,,
_____,4129,62892380,,,,,,
_,4134,62892380,,,,,,
"Patient Initials(required)

2.",4136,62892380,,,,,,
I give UPMC and its designees permission to use my information as described inthe UPMC Notice of PrivacyPractices.,4168,62892380,['A'],I give UPMC and its designees permission to use my information as described inthe UPMC Notice of PrivacyPractices.,,,,
"3CNTT UPMC-55036-03
PAGE 1 of 2 
*3CNTT* 
3.",4286,62892380,,,,,,
"I consent to access by any UPMC entities (including UPMC hospitals, staff, physicians providing services to me and other entities and programs) to all of my medical or other information maintained on electronic information systems or stored in various forms at individual UPMC entities and affiliates of UPMC that is necessary to provide treatmentand/orservices.",4332,62892380,['A'],"I consent to access by any UPMC entities (including UPMC hospitals, staff, physicians providing services to me and other entities and programs) to all of my medical or other information maintained on electronic information systems or stored in various forms at individual UPMC entities and affiliates of UPMC that is necessary to provide treatmentand/orservices.",,,,
"I understand thatUPMCwillprovide such information tomyprimarycare/familyphysician(s) and others as is necessary for referral, consultation, treatment and/or the provision of other treatment related healthcare services to me.",4694,62892380,['C'],"I understand thatUPMCwillprovide such information tomyprimarycare/familyphysician(s) and others as is necessary for referral, consultation, treatment and/or the provision of other treatment related healthcare services to me.",,,,
"Thisconsentalso includes myspecific consentfortherelease ofmentalhealth information as permitted bylaw,excluding information from programsgovernedbytheDivisionofDrugand AlcoholProgramLicensure for which separate consentwillbe obtained.",4919,62892380,['C'],"Thisconsentalso includes myspecific consentfortherelease ofmentalhealth information as permitted bylaw,excluding information from programsgovernedbytheDivisionofDrugand AlcoholProgramLicensure for which separate consentwillbe obtained.",,,,
I give permission to release patient and educational information to my Home Caregiver.,5155,62892380,['A'],I give permission to release patient and educational information to my Home Caregiver.,,,,
4.,5244,62892380,,,,,,
"I understand I may be contacted by UPMC by cellular phone, which may include the use of pre-recorded /artificial voice messages, and/or an automated dialingdevice ( autodialer )orbytextmessage",5248,62892380,,,,,,
ore-mailinconnection withanycommunication made tomeorrelated tomy accounts,5441,62892380,,,,,,
"PatientInitials 

5.",5516,62892380,,,,,,
"I understand that myinformation maybe released ifrequired bylocal,stateor federallaw.",5538,62892380,,,,,,
I agree to the following terms related to payment for services provided by UPMC and affiliates.,5628,62892380,,,,,,
1.,5725,62892380,,,,,,
Iauthorize UPMCtobillmyinsurance carrierandrequestsuch payments tobemade directlytoUPMC.,5729,62892380,,,,,,
Icertifythattheinformation Ihave given about myinsurance coverage or other payment sources iscorrect.,5818,62892380,,,,,,
2.,5922,62892380,,,,,,
I assign to UPMC all rights to insurance payments or benefits to which I may be entitled for services provided to me by UPMC.,5926,62892380,,,,,,
I authorize UPMC to act on my behalf and as my representative to request reconsideration (internal and/or external review process) by my managed care plan or utilization reviewentityforcoverageor grievance review.,6052,62892380,,,,,,
3.,6268,62892380,,,,,,
"Iauthorize UPMCtorelease anymedicalorotherinformation aboutUPMCservices,orservices provided bythirdparties,ifrequired toobtain payment from my insurer or other payer and their agents to process payments.",6272,62892380,['A'],"Iauthorize UPMCtorelease anymedicalorotherinformation aboutUPMCservices,orservices provided bythirdparties,ifrequired toobtain payment from my insurer or other payer and their agents to process payments.",,,,
"I also authorize UPMC to release any medical or other information required bymyinsurer,otherpayers and theiragents.",6476,62892380,['A'],"I also authorize UPMC to release any medical or other information required bymyinsurer,otherpayers and theiragents.",,,,
"Ialso authorizeUPMCtorelease medicalorotherinformation required by myinsurer,other payers and their agents, government agencies or their designees for reviewof thecare provided tome.",6591,62892380,['A'],"Ialso authorizeUPMCtorelease medicalorotherinformation required by myinsurer,other payers and their agents, government agencies or their designees for reviewof thecare provided tome.",,,,
4.,6776,62892380,,,,,,
"I assign all rights to benefits, insurance proceeds or other payments or judgments to which I may be entitled for hospital-based physician services (pathology,radiology,neurology,cardiology,anesthesiology, etc.)and/oremergencyroomservices, and/or rehabilitation services tothephysician ororganization providing the service.",6780,62892380,,,,,,
I also authorize submission of a claim for payment on my behalf to myinsurance carrier.,7104,62892380,,,,,,
5.,7194,62892380,,,,,,
I understand that anyamounts not paid bymyinsurance are myresponsibility.,7198,62892380,,,,,,
6.,7274,62892380,,,,,,
IfIchoose topayforcertain services outofpocketand exercise myrighttolimitdisclosure oftheinformation tomypayerregarding those services,7278,62892380,,,,,,
", I understand that a separate financial agreement will be put into place regarding the self-pay services and this section will not apply to suchservices.",7412,62892380,,,,,,
7.,7569,62892380,,,,,,
"IfImakean application forMedicalAssistance/FinancialAssistance (orone ismadeon mybehalf),UPMCispermitted toprovide information as is necessaryto determine whether I am eligiblefor Medical Assistance/FinancialAssistance.",7573,62892380,,,,,,
"I relieve UPMC of any responsibility for loss of clothing, money, valuables, dentures, glasses, or any other items that I decide to keep with me while I am a patient.",7797,62892380,,,,,,
"I further understand that UPMC will not be responsible and will not replace any property lost, broken, or stolen, which I decide to keep with me, or any property brought to me while I am a patient.",7964,62892380,,,,,,
"Iagree thatany claimwhich mayresultfrom the care provided to me bythe doctors,nurses and otherhealth care providers in anyUPMC facility shall be subject to the laws of Pennsylvania.",8164,62892380,['A'],"Iagree thatany claimwhich mayresultfrom the care provided to me bythe doctors,nurses and otherhealth care providers in anyUPMC facility shall be subject to the laws of Pennsylvania.",,,,
"I also agree that before any lawsuit is filed related to the care provided to me, I must attempt to resolve any claim through mediation, which must take place in the Commonwealth of Pennsylvania.",8346,62892380,['A'],"I also agree that before any lawsuit is filed related to the care provided to me, I must attempt to resolve any claim through mediation, which must take place in the Commonwealth of Pennsylvania.",,,,
I am not waiving my right to a jury trial.,8542,62892380,['C'],I am not waiving my right to a jury trial.,,,,
Mediation is a process in which a neutral third person tries to help settle a claim.,8585,62892380,,,,,,
This agreement is binding on me and any person making a claim on my behalf.,8670,62892380,,,,,,
Iamunder18 years ofage and forthefollowing,8748,62892380,,,,,,
"reason(s) _, I am entitled under Pennsylvania Lawto consent to medical, dental or other health services for myself, and if applicable, for myminor children withouttheconsentofanyotherperson.",8791,62892380,,,,,,
PatientInitials (requiredif completingthissection),8982,62892380,,,,,,
"I have read this Authorization/Consent for Treatment, Payment and Health Care Operations form or have had it read to me, and it has been explained to my satisfaction.",9034,62892380,,,,,,
"I understand that this consent for Treatment, Payment and Health Care Operations form may be valid for up to one (1) year from the date that I sign it and applies to all UPMC facilities (such as physician practices, hospitals, clinics, etc.).",9201,62892380,['C'],"I understand that this consent for Treatment, Payment and Health Care Operations form may be valid for up to one (1) year from the date that I sign it and applies to all UPMC facilities (such as physician practices, hospitals, clinics, etc.).",,,['C'],"I understand that this consent for Treatment, Payment and Health Care Operations form may be valid for up to one (1) year from the date that I sign it and applies to all UPMC facilities (such as physician practices, hospitals, clinics, etc.)."
Patient Signature (two witnesses required for verbal consent),9445,62892380,,,,,,
"Date Time Signature of UPMC Representative/Witness 
Signature/Identify on behalf of patient/relationship Name",9508,62892380,,,,,,
Date Time,9622,62892380,,,,,,
"Signature of UPMCRepresentative/Witness 

3CNTT UPMC-55036-0317-(M)(P)(I)-KEY PAGE 2 of 2",9634,62892380,,,,,,
"Ct) MERCY HEALTH 
GRAND RAPIDS, Ml 
Patient Label 
CONSENT FOR INDUCTION OF LABOR 
I,",0,17582431,,,,,,
_,86,17582431,['A'],"I, __________________ , request and consent to the start or induction of my labor by my 
provider: ____________ and other assistants as may be selected by him/her.",['A'],"I, __________________ , request and consent to the start or induction of my labor by my 
provider: ____________ and other assistants as may be selected by him/her.",['A'],"I, __________________ , request and consent to the start or induction of my labor by my 
provider: ____________ and other assistants as may be selected by him/her."
_______________,87,17582431,,,,,,
"__ , request and consent to the start or induction of my labor by my 
provider:",102,17582431,,,,,,
_,182,17582431,,,,,,
_,183,17582431,,,,,,
_,184,17582431,,,,,,
_,185,17582431,,,,,,
______,186,17582431,,,,,,
__ and other assistants as may be selected by him,192,17582431,,,,,,
/her.,241,17582431,,,,,,
Starting or inducing my labor is an attempt to deliver my baby with medication rather than waiting for my labor to begin naturally.,247,17582431,,,['C'],Starting or inducing my labor is an attempt to deliver my baby with medication rather than waiting for my labor to begin naturally.,,
"I understand that the reason for inducing (starting) my labor is as follows: 
 Alternative measures have been explained to me in terms I understand.",379,17582431,,,['C'],"I understand that the reason for inducing (starting) my labor is as follows: 
 Alternative measures have been explained to me in terms I understand. The method to start my labor could be one or more of the following: 
 
Artificial rupture of membranes/bag ofwaters 

 
Cervidil Tape 

 
Prostaglandin Gel 

 
Misoprostol (Cytotec) 

 
Intracervical balloon catheter placement 

 
Oxytocin (Pitocin)",,
"The method to start my labor could be one or more of the following: 
 
Artificial rupture of membranes/bag ofwaters 

 ",529,17582431,,,,,['C'],"The method to start my labor could be one or more of the following: 
 
Artificial rupture of membranes/bag ofwaters 

 
Cervidil Tape 

 
Prostaglandin Gel 

 
Misoprostol (Cytotec) 

 
Intracervical balloon catheter placement 

 
Oxytocin (Pitocin)"
"Cervidil Tape 

 ",651,17582431,,,,,,
"Prostaglandin Gel 

 ",670,17582431,,,,,,
"Misoprostol (Cytotec) 

 ",693,17582431,,,,,,
"Intracervical balloon catheter placement 

 
Oxytocin (Pitocin)",720,17582431,,,,,,
I have been advised that the following risks and complications may occur by undergoing the recommended procedure.,788,17582431,,,,,,
"These include, but are not limited to: 
 ",902,17582431,,,,,,
"Tachysystole (too frequent contracting) of my uterus 

 
Uterine rupture",945,17582431,,,,,,
 ,1021,17582431,,,,,,
"Hemorrhage 

 ",1024,17582431,,,,,,
"Infection 

 ",1040,17582431,,,,,,
"Increased potential for a Cesarean Section 

 
Increased risk ofdelivery of a pre-term (early) baby with possible breathing problems or underdeveloped organs if delivery is performed prior to 39 weeks gestation 

 
Injury to fetus or mother",1055,17582431,,,,,,
"My provider has discussed the reason(s) for inducing my labor, planned method, and medications to be used, and the risks and benefits ofthis earlier delivery for my baby and me.",1301,17582431,,,,,,
I understand that the attempt to induce (start) my labor may not be successful.,1479,17582431,,,,,,
I understand the above and wish to proceed with the induction of my labor.,1559,17582431,['A'],I understand the above and wish to proceed with the induction of my labor.,['A'],I understand the above and wish to proceed with the induction of my labor.,['A'],I understand the above and wish to proceed with the induction of my labor.
